ZipCode,Neighborhood,AverageHouseholdSize,HouseholdwithChildren,Households,MedianAge,MedianHouseholdIncome,PercentHouseholdChange2020to2023,AverageCommuteTime(Minutes),Population16+:Unemployed%,TransportationtoWork:Bicycle(%),TransportationtoWork:PublicTransportation(%),TransportationtoWork:Walked(%),H/L%,Hispanic/Latino,HomeValue,HousePaymentas%ofIncome,HousingUnits,NonH/L%,NotHispanic/Latino,Population(Sheet1),PropertyTaxRate,RentForHouses,Value/IncomeRatio,%Age18+,%Age25+,%Age65+,%Under18,15+Divorced,"15+Married,SpouseAbsent","15+Married,SpousePresent",15+NeverMarried,15+NeverMarriedRanking,15+Widowed,MedianAge1,Population,SpeakAsian/PacificIslander,SpeakEnglishOnly,SpeakIndo-European,SpeakOtherLanguage,SpeakSpanish,%Pop25+Associates,%Pop25+Bachelors,%Pop25+Doctorate,%Pop25+HSGrad,%Pop25+Masters,%Pop25+NonHSGrad,%Pop25+Professional,AvgVehiclesAvailable,AVGCntrDist,AVGHwyDist,AVGOceanDist,AVGRailDist,AVGSubcenterDist,AvgWaterDist,MedianSpecFeatValu,"Restaurants,Bars,Bakeries",Supermarkets,School District Score,%White,%Black/African American,%American Indian/Alaskan Native,%Asian,%Native Hawaiian/Pacific Islander,%Other Race,%2+Races,Housing Density,Households with Children,normalized_commute_time,Commute Time Score,normalized_hwy_dist,normalized_rail_dist,Rail/Hwy Score,normalized_rest,normalized_sup,normalized_cntr,normalized_sub,Amenities Score,Central Score,normalized_wat_dist,normalized_oce_dist,Aquatic Proximity Score,normalized_hom_val,normalized_rent,Property Affordability Score,normalized_med_age,Age Score,Age Range Score,Diversity Score,Ethnicity Score,Race Score,normalized_med_inc,Income Score,Language Index,College degree Index,Education Index,Marriage Index,CommuteTimeCategories,CommuteTimeCategoriesNum,RailHwyCategories,RailHwyCategoriesNum,CentralCategories,CentralCategoriesNum,AmenitiesCategories,AmenitiesCategoriesNum,EducationCategories,EducationCategoriesNum,AquaticCategories,AquaticCategoriesNum,PropertyAffordabilityCategories,PropertyAffordabilityCategoriesNum,IncomeCategories,IncomeCategoriesNum,MarriageCategories,MarriageCategoriesNum,MedianCategories,MedianCategoriesNum,HDCategories,HDCategoriesNum,ChildCategories,ChildCategoriesNum
33033,Homestead,3.31,53.48,20593,33.5,60368,1.99,42,0.0565,0.0014,0.0299,0.003,0.763181399,52123,426643,0.5419,20659,0.236818601,16174,68121,0.0087,3694,6.63,71.16,61.81,10.05,28.84,11.27,8.13,38.07,38.76,28,3.77,33.5,68297,0.38,30.88,4.4,0.6,63.74,0.1138,0.1662,0.006,0.2584,0.056,0.0983,0.0075,1.8,132354.7019,3377.085101,28359.43101,18067.04591,84280.63758,18049.54054,1710.0,149,8,2.0,28.32,14.74,0.52,1.14,0.05,16.03,39.21,961.17,53.48,0.7727272727272727,0.20175681818181818,0.08791154698097338,0.7153568435785793,0.40163419527977634,0.13155473781048757,0.25806451612903225,0.8499927676874016,0.790015860226612,0.1948096269697599,0.8200043139570068,0.4051861198761125,0.3916951426073649,0.3984406312417387,0.10560255633595844,0.4455388180764774,0.1846026679573266,0.2699115044247788,41.071999999999996,42.965,11.223333333333333,0.5,14.287142857142857,0.22457849600373372,0.14053924800186687,20.0,0.08549999999999999,0.31966666666666665,17.848000000000003,High,3,High,3,Far,3,Low,1,Educated,2,Not far,2,Fair,2,Fair,2,Mostly single,1,Mostly Young,1,Low,1,High,3
33034,Homestead,3.19,46.67,6482,34.2,43562,0.25,39,0.0813,0.0156,0.0233,0.014,0.588278932,13481,344173,0.6038,6453,0.411721068,9435,23774,0.0105,3467,7.69,72.57,63.39,11.15,27.43,10.82,11.09,26.37,47.87,9,3.85,34.2,22916,0.09,41.37,5.67,0.49,52.38,0.069,0.0715,0.003,0.281,0.0181,0.1891,0.0031,1.6,154977.2913,5771.195652,49825.67826,6865.093478,105574.5522,23274.11739,2596.5,116,7,1.0,29.11,31.87,1.08,0.42,0.03,13.31,24.18,5.82,46.67,0.6363636363636364,0.1723159090909091,0.1898742837916973,0.2567644008499405,0.2233193423208189,0.10119595216191353,0.22580645161290322,1.0,1.0,0.16350120188740838,1.0,0.5240390339279579,0.7014986395807589,0.6127688367543584,0.04377095541706903,0.40169949787562764,0.1485182315295159,0.3008849557522126,41.74799999999999,43.635,11.222222222222221,0.5,14.285714285714286,0.10202146899247419,0.0916607344962371,20.0,0.040400000000000005,0.35750000000000004,12.226,Medium,2,Medium,2,Far,3,Low,1,Less educated,3,Far,3,Inexpensive,1,Poor,1,Mostly single,1,Mostly Young,1,Low,1,High,3
33054,Opa-Locka,3.05,44.32,9730,35.1,34679,-0.86,33,0.0898,0.0069,0.0659,0.0127,0.47612533,14269,388973,0.7573,10788,0.52387467,15700,31590,0.0068,3817,9.6,73.67,63.71,14.32,26.33,12.25,8.7,22.15,51.21,3,5.69,35.1,29969,0.79,58.86,5.69,0.47,34.19,0.0571,0.0666,0.0008,0.4035,0.0173,0.1465,0.001,1.5,53418.89034,3726.233103,40306.30207,3844.146897,53418.89034,1313.757931,1848.0,65,9,1.0,14.69,50.31,0.21,0.34,0.04,10.87,23.55,1232.56,44.32,0.36363636363636365,0.11228409090909092,0.10278140577719573,0.1330910251287608,0.11793621545297828,0.05427782888684453,0.2903225806451613,0.3265804202721944,0.4856811448047499,0.1723002047660029,0.4061307825384721,0.024466955602005586,0.5641138420276018,0.29429039881480373,0.07735960245437043,0.46929316338354576,0.1785317899968119,0.34070796460177,42.626,44.50749999999999,11.223333333333333,0.5,14.287142857142856,0.037242576279096905,0.06352128813954845,20.0,0.03545,0.46415,10.358,Medium,2,Low,1,Not far,2,Low,1,Less educated,3,Not far,2,Fair,2,Poor,1,Mostly single,1,Mostly Young,1,Low,1,High,3
33055,Opa-Locka,3.42,46.05,12259,40.2,52827,-1.65,37,0.0392,0.0001,0.0226,0.0068,0.734134158,30863,464089,0.6369,12218,0.265865842,11177,37977,0.01,5139,8.13,78.44,70.24,17.25,21.56,11.44,6.66,34.22,40.18,24,7.5,40.2,42040,1.44,28.18,1.98,0.56,67.86,0.0554,0.0967,0.0009,0.4,0.0239,0.1093,0.0059,2.1,66665.26721,5049.736842,51433.7336,17409.42551,66665.26721,1837.169231,2894.0,74,6,1.0,20.42,23.12,0.19,0.84,0.02,14.05,41.36,2112.57,46.05,0.5454545454545454,0.14373863636363635,0.15914808581680348,0.6884347737470132,0.42379142978190837,0.062557497700092,0.1935483870967742,0.4144152961701019,0.6163066827482778,0.1280529423984331,0.5153609894591898,0.03637394061509132,0.7247062902640304,0.3805401154395609,0.13367756698235997,0.7246040942448821,0.28085225506640865,0.5663716814159293,45.538000000000004,46.8725,11.222222222222223,0.5,14.285714285714285,0.16958608015868384,0.10439304007934191,20.004,0.044225,0.451175,16.764000000000003,Medium,2,High,3,Far,3,Low,1,Less educated,3,Not far,2,Fair,2,Fair,2,Mostly single,1,Older,2,Medium,2,High,3
33056,Opa-Locka,3.25,48.33,11108,35.7,52543,0.07,37,0.0997,0.0014,0.0391,0.0048,0.314931405,11455,444119,0.5841,12053,0.685068595,24918,37274,0.0082,3056,7.34,74.85,65.1,14.5,25.15,11.78,8.35,27.78,47.33,10,4.75,35.7,36373,0.02,69.65,7.13,1.41,21.78,0.0872,0.0991,0.0038,0.3788,0.0423,0.0946,0.0092,1.8,63881.65299,3464.362393,42605.96154,12683.54872,63881.65299,2004.612821,2370.5,116,5,1.0,8.72,66.66,0.15,0.43,0.01,6.94,17.1,1899.46,48.33,0.5454545454545454,0.14768863636363636,0.0916285982048743,0.49496391281302016,0.2932962555089472,0.10119595216191353,0.16129032258064516,0.39595753885571633,0.5888568292160075,0.13124313737127935,0.4924071840358619,0.040183083284856515,0.597302807819188,0.31874294555202226,0.11870512766684861,0.32232522209347236,0.15237961769478117,0.3672566371681418,43.059999999999995,44.9,11.223333333333334,0.5,14.287142857142857,0.16751502246076658,0.13360751123038328,19.998,0.0581,0.4297,12.532,Medium,2,Medium,2,Not far,2,Low,1,Less educated,3,Not far,2,Fair,2,Fair,2,Mostly single,1,Mostly Young,1,Medium,2,High,3
33122,MiamiGardens,2.26,45.46,970,39.3,59760,16.87,33,0.0419,0.0,0.002,0.0251,0.803375912,1761,1619576,1.4527,1013,0.196624088,431,1873,0.0108,5610,18.46,77.42,69.02,13.18,22.58,7.42,16.58,36.26,37.49,33,2.25,39.3,2192,2.19,17.82,4.97,0.0,75.02,0.0998,0.2241,0.0033,0.0668,0.2148,0.1804,0.0542,1.4,46698.12059,3254.091176,41712.20588,3817.638235,31289.05,3584.817647,8988.5,137,0,,25.87,3.33,0.14,4.15,0.0,17.97,48.54,498.75,45.46,0.36363636363636365,0.09768409090909091,0.0826733606328723,0.13200579716213237,0.10733957889750234,0.12051517939282429,0.0,0.28201593424533267,0.26745375120222414,0.060257589696412144,0.2747348427237784,0.07613086504040469,0.5844040171883402,0.33026744111437245,1.0,0.8155658555426806,0.6554697566628042,0.5265486725663716,44.300000000000004,45.55,11.222222222222221,0.5,14.285714285714285,0.2201446823405869,0.13102234117029346,20.0,0.1355,0.1721,19.102,Low,1,Low,1,Nearby,1,Low,1,Highly Educated,1,Not far,2,Costly,3,Fair,2,Mostly single,1,Older,2,Low,1,High,3
33125,MiamiGardens,2.57,31.53,20455,44.0,34947,4.56,34,0.0331,0.0019,0.0827,0.0279,0.909565088,49001,451008,0.9161,22255,0.090434912,4872,54873,0.0092,3530,11.6,80.63,73.93,21.07,19.37,12.51,9.07,29.51,41.54,20,7.36,44.0,53873,0.26,10.3,0.91,0.06,88.47,0.0525,0.1143,0.0028,0.3313,0.0296,0.1571,0.0168,1.3,16833.94464,2005.239286,17722.4625,4878.533036,12665.19375,1835.375,2616.5,130,8,1.0,25.53,4.75,0.46,0.51,0.01,20.38,48.35,5527.57,31.53,0.4090909090909091,0.13039772727272728,0.02948602702271057,0.17543736333080245,0.10246169517675652,0.1140754369825207,0.25806451612903225,0.08399075240845796,0.08379966487248926,0.18606997655577648,0.08389520864047362,0.0363331239922423,0.23818111646132428,0.1372571202267833,0.12387013189541934,0.41386635766705293,0.18290796005828364,0.7345132743362832,47.800000000000004,48.75,11.221111111111112,0.5,14.284285714285716,0.03919695467008926,0.03614847733504463,20.0,0.0498,0.40026666666666666,15.690000000000001,Medium,2,Low,1,Nearby,1,Low,1,Less educated,3,Nearby,1,Fair,2,Poor,1,Mostly single,1,Older,2,High,3,Medium,2
33126,MiamiGardens,2.55,32.16,18859,45.4,47299,0.35,33,0.0216,0.0051,0.0431,0.0196,0.946779116,45915,315390,0.4658,19530,0.053220884,2581,46798,0.011,3801,5.86,82.58,76.45,21.89,17.42,14.26,11.68,33.43,32.15,55,8.48,45.4,48496,0.44,5.74,1.04,0.13,92.65,0.0939,0.1946,0.0041,0.2981,0.0448,0.1,0.0181,1.5,31629.70989,3179.159341,24395.43407,3764.010989,14666.98681,2020.49011,2291.0,257,11,,24.38,1.19,0.18,0.76,0.02,15.85,57.63,3722.29,32.16,0.36363636363636365,0.1078590909090909,0.07948208988405149,0.12981037186558353,0.1046462308748175,0.23091076356945722,0.3548387096774194,0.18209940636738167,0.10353980195905554,0.2928747366234383,0.1428196041632186,0.04054427273982516,0.3344862555717498,0.18751526415578748,0.02219099944218854,0.46620316724604094,0.1597373499506877,0.7964601769911503,48.748000000000005,49.58500000000001,11.223333333333333,0.5,14.287142857142857,0.1292733796161251,0.07543668980806255,20.0,0.08435,0.35955,24.570000000000004,Medium,2,Low,1,Nearby,1,High,2,Less educated,3,Nearby,1,Fair,2,Poor,1,Mostly married,2,Older,2,High,3,Medium,2
33127,MiamiGardens,2.76,39.8,9782,36.8,35140,-1.36,36,0.0847,0.0108,0.1379,0.0149,0.55815317,15232,472040,0.897,11396,0.44184683,12058,28306,0.0084,2162,11.43,75.2,66.3,15.08,24.8,13.2,11.04,20.99,49.44,7,5.34,36.8,27290,0.08,38.58,14.02,0.2,47.13,0.0772,0.0902,0.0012,0.339,0.0295,0.1572,0.0103,1.1,15414.84118,1499.463866,24921.10756,3176.717647,15414.84118,6231.392437,1109.0,445,18,2.0,14.79,40.03,0.35,0.41,0.05,17.12,27.24,3428.05,39.8,0.5,0.1659,0.007945565571065042,0.10576739454167787,0.05685648005637146,0.40386384544618215,0.5806451612903226,0.07458087546484726,0.11091456415579713,0.4922545033682524,0.0927477198103222,0.1363372961215459,0.34207283945721256,0.23920506778937922,0.1396388020848953,0.14967168791039012,0.10915702720707517,0.41592920353982293,43.635999999999996,45.345000000000006,11.22111111111111,0.5,14.284285714285714,0.040604398809871066,0.06265219940493554,20.002000000000002,0.049525,0.4079083333333334,11.514,Medium,2,Low,1,Nearby,1,High,2,Less educated,3,Not far,2,Inexpensive,1,Poor,1,Mostly single,1,Older,2,Medium,2,Medium,2
33128,DowntownMiami,2.19,26.4,3803,42.3,29572,3.54,33,0.0615,0.0198,0.129,0.0801,0.889557768,7684,285792,0.6996,4298,0.110442232,954,8989,0.0079,2326,8.15,78.83,72.38,20.87,21.17,17.45,11.38,24.38,39.77,25,7.02,42.3,8638,0.11,17.62,4.08,0.39,77.79,0.059,0.1129,0.0016,0.3092,0.044,0.1139,0.0152,0.9,4167.3,1876.65,9527.25,2939.6,4167.3,663.3,33.5,57,0,3.0,25.99,5.99,1.01,0.82,0.06,22.39,43.75,9600.0,26.4,0.36363636363636365,0.1481340909090909,0.02400953993249646,0.09606012595507288,0.06003483294378467,0.046918123275068994,0.0,0.0,0.0,0.023459061637534497,0.0,0.00966981072557713,0.11990681069322731,0.06478831070940222,0.0,0.1813441483198146,0.062303244495944377,0.65929203539823,47.11,48.3125,11.223333333333333,0.5,14.287142857142857,0.0,0.03075,19.998,0.05437499999999999,0.3652916666666666,17.046,Medium,2,Low,1,Nearby,1,Low,1,Less educated,3,Nearby,1,Inexpensive,1,Poor,1,Mostly single,1,Older,2,High,3,Medium,2
33129,DowntownMiami,2.1,20.13,7317,44.4,89917,-0.52,29,0.0333,0.0211,0.0347,0.0249,0.758343594,11702,704722,0.5961,8352,0.241656406,3729,15184,0.0109,4256,7.25,82.63,77.72,19.61,17.37,13.32,5.63,41.41,35.17,39,4.47,44.4,15431,0.35,19.51,7.52,0.52,72.1,0.0699,0.3314,0.0208,0.1347,0.2071,0.0336,0.0813,1.4,8832.055556,1740.033333,3725.222222,1697.557778,8832.055556,3227.448889,5052.0,35,3,,36.19,1.33,0.21,1.32,0.02,9.91,51.01,6066.57,20.13,0.18181818181818182,0.06562954545454545,0.01819117483842804,0.04521263485772039,0.03170190484807421,0.02667893284268629,0.0967741935483871,0.030931342915606935,0.04600021650128095,0.061726563195536696,0.03846577970844394,0.06800115052019645,0.03617123855398574,0.052086194537091096,0.3140913371280507,0.5540749324063345,0.30275901457312066,0.7522123893805309,48.346000000000004,49.332499999999996,11.22111111111111,0.5,14.284285714285714,0.4400632985240068,0.23668164926200339,20.0,0.1573,0.1983333333333333,20.766,Low,1,Low,1,Nearby,1,Low,1,Highly Educated,1,Nearby,1,Costly,3,Wealthy,3,Mostly married,2,Older,2,High,3,Low,1
33130,DowntownMiami,2.01,19.39,17239,39.7,52267,1.11,30,0.0263,0.0117,0.1429,0.1172,0.747954643,26055,553734,0.7979,19910,0.252045357,8780,32946,0.0079,3162,9.63,83.28,76.68,15.53,16.72,12.77,11.75,28.36,42.67,16,4.45,39.7,34835,0.97,21.51,3.92,1.91,71.68,0.0742,0.2283,0.0075,0.2216,0.1121,0.0737,0.0615,1.0,6606.15,3768.95,8413.95,4945.55,6606.15,3118.15,206.5,340,15,2.67,34.03,3.86,0.9,2.18,0.02,16.58,42.43,17775.14,19.39,0.22727272727272727,0.1247681818181818,0.10460067503540209,0.17818094516723507,0.14139081010131857,0.30726770929162833,0.4838709677419355,0.016171673898903005,0.024050055070913356,0.3955693385167819,0.020110864484908182,0.06551473069458337,0.10383952938580274,0.08467713004019306,0.20088859965331718,0.34279644650444185,0.1910943738126594,0.5442477876106196,46.382000000000005,48.0525,11.222222222222221,0.5,14.285714285714285,0.16550230441631178,0.09590115220815588,19.998,0.10552500000000001,0.28134166666666666,14.666,Medium,2,Low,1,Nearby,1,High,2,Educated,2,Nearby,1,Fair,2,Poor,1,Mostly single,1,Older,2,High,3,Low,1
33133,CoconutGrove,2.28,24.13,14809,44.6,90028,0.51,30,0.0432,0.0095,0.0363,0.0437,0.587534291,19918,1139618,0.9966,16982,0.412465709,13983,34500,0.0064,2451,12.46,81.42,75.43,20.62,18.58,14.11,4.94,45.17,28.81,69,6.99,44.6,33901,0.7,35.0,7.94,0.94,55.42,0.0668,0.2939,0.0251,0.181,0.1531,0.0387,0.0851,1.5,24315.44292,13047.21321,2939.037264,2536.28066,10441.77123,2092.949057,5700.0,250,6,,43.41,7.36,0.24,1.4,0.02,8.56,39.01,4062.71,24.13,0.22727272727272727,0.07919318181818182,0.4997524817665911,0.07954878987744951,0.28965063582202033,0.22447102115915363,0.1935483870967742,0.13359952312390325,0.06187398922539782,0.2090097041279639,0.09773675617465054,0.04219262766833544,0.0248249214068989,0.03350877453761717,0.640153128242654,0.20548474314407106,0.324106674240283,0.7610619469026549,48.13000000000001,49.0125,11.222222222222221,0.5,14.285714285714285,0.4408727612157984,0.2420363806078992,20.0,0.134725,0.23880833333333334,28.042,Low,1,Medium,2,Nearby,1,High,2,Highly Educated,1,Nearby,1,Costly,3,Wealthy,3,Mostly married,2,Older,2,High,3,Low,1
33134,SouthwestMiami,2.32,24.75,16474,46.7,77047,-0.13,29,0.0209,0.0084,0.0289,0.0351,0.785443518,30044,814156,0.7508,18350,0.214556482,8207,37958,0.0095,3370,9.44,83.4,77.2,23.11,16.6,12.78,6.34,43.6,29.53,67,7.75,46.7,38251,1.13,20.52,3.98,0.11,74.26,0.084,0.2691,0.0247,0.1814,0.1437,0.0444,0.0666,1.5,27829.54377,10250.79392,15211.70669,7170.42614,6401.364438,5058.558663,2120.0,480,6,,34.21,1.11,0.17,1.5,0.03,9.1,53.89,3496.37,24.75,0.18181818181818182,0.06355454545454545,0.3806558243630285,0.269264297824277,0.3249600610936528,0.43606255749770007,0.1935483870967742,0.15690103530958827,0.022030618023194986,0.3148054722972371,0.08946582666639162,0.10965672164816562,0.20194558255894335,0.1558011521035545,0.3961391049825159,0.38296639629200463,0.2828455608806078,0.8539823008849559,49.40200000000001,50.07750000000001,11.223333333333333,0.5,14.287142857142857,0.34620938101627674,0.18355469050813836,20.000000000000004,0.13037500000000002,0.23965833333333336,27.494000000000003,Low,1,Medium,2,Nearby,1,High,2,Highly Educated,1,Nearby,1,Fair,2,Fair,2,Mostly married,2,Older,2,Medium,2,Low,1
33135,SouthwestMiami,2.44,28.7,14914,46.0,33593,-0.49,34,0.0525,0.0071,0.1055,0.0381,0.938056736,34225,488826,1.0523,15635,0.061943264,2260,34742,0.0067,2350,13.35,82.15,76.18,23.28,17.85,12.8,8.77,29.83,38.91,26,9.69,46.0,36485,0.31,7.33,0.29,0.03,92.04,0.0516,0.1315,0.004,0.339,0.034,0.1118,0.0136,1.2,14629.07627,5935.705085,11382.33051,8081.262712,9398.4,5774.318644,2150.0,258,21,2.0,26.16,2.08,0.57,0.41,0.01,18.34,52.42,7532.2,28.7,0.4090909090909091,0.13994772727272728,0.1968805734606744,0.30655268759522725,0.2517166305279508,0.23183072677092917,0.6774193548387096,0.06937057803543549,0.05158506799575819,0.4546250408048194,0.06047782301559684,0.12593941055215668,0.1466795587414539,0.1363094846468053,0.15222404827168418,0.18597914252607184,0.12338336206649522,0.8230088495575222,49.092000000000006,49.865,11.221111111111112,0.5,14.284285714285716,0.02932296832156817,0.040911484160784085,20.0,0.055275000000000005,0.39469166666666666,17.418,Medium,2,Medium,2,Nearby,1,High,2,Less educated,3,Nearby,1,Inexpensive,1,Poor,1,Mostly single,1,Older,2,High,3,Medium,2
33136,NorthwestMiami,2.2,29.52,6891,37.5,34500,6.46,32,0.0737,0.0082,0.1335,0.0448,0.570312027,9413,346348,0.7497,7772,0.429687973,7092,16854,0.0077,2447,9.48,76.69,68.26,15.27,23.31,13.18,8.53,21.6,51.28,2,5.41,37.5,16505,0.11,39.5,4.73,0.48,55.18,0.0962,0.1284,0.0075,0.2942,0.0477,0.1229,0.0195,1.0,6289.128571,1312.9,13499.27143,593.1571429,6289.128571,769.2142857,2064.0,84,12,2.0,21.25,35.09,0.27,1.38,0.01,13.79,28.21,5794.58,29.52,0.3181818181818182,0.12617045454545456,0.0,0.0,0.0,0.07175712971481141,0.3870967741935484,0.014069549057788452,0.020923834587443835,0.2294269519541799,0.017496691822616144,0.01207923484863596,0.17723150814668,0.09465537149765799,0.04540165424086659,0.20471224410969485,0.08727433492925508,0.44690265486725667,44.206,45.8825,11.222222222222223,0.5,14.285714285714285,0.03593722653287439,0.054818613266437194,20.0,0.06995,0.3584833333333334,10.144000000000002,Medium,2,Low,1,Nearby,1,High,2,Less educated,3,Nearby,1,Inexpensive,1,Poor,1,Mostly single,1,Older,2,High,3,Medium,2
33137,NortheastMiami,1.93,20.32,14004,39.8,71359,8.41,29,0.0499,0.0177,0.0401,0.053,0.547776761,14968,725421,0.8161,14313,0.452223239,12357,25283,0.0116,3070,9.77,82.78,76.58,13.72,17.22,14.39,10.87,25.83,46.09,12,2.82,39.8,27325,1.44,32.67,14.58,1.26,50.04,0.081,0.3022,0.0255,0.1716,0.1047,0.0568,0.0633,1.2,16918.39375,4069.554167,21978.41458,1310.733333,16918.39375,1808.554167,6019.5,362,10,3.0,38.05,12.57,0.22,2.3,0.04,11.43,35.4,8533.63,20.32,0.18181818181818182,0.07315454545454546,0.11740310120207408,0.029376576972583675,0.07338983908732888,0.32750689972401104,0.3225806451612903,0.08455072266820028,0.12574143834261195,0.3250437724426507,0.10514608050540611,0.03572298191741611,0.29960353566574255,0.16766325879157934,0.3296103417045039,0.3250289687137891,0.2409528272959383,0.5486725663716813,46.02,47.575,11.223333333333333,0.5,14.287142857142856,0.3047298874044688,0.1773149437022344,19.998000000000005,0.12835000000000002,0.23331666666666667,13.182,Low,1,Low,1,Nearby,1,High,2,Highly Educated,1,Nearby,1,Fair,2,Fair,2,Mostly single,1,Older,2,High,3,Low,1
33138,NortheastMiami,2.23,26.68,12011,43.2,61003,-0.83,34,0.0343,0.0119,0.0768,0.0161,0.451681991,12232,777439,1.0086,14223,0.548318009,14849,28609,0.0084,3198,12.67,79.15,71.44,18.91,20.85,10.17,6.54,38.36,40.28,23,4.66,43.2,27081,1.39,37.74,21.86,0.53,38.47,0.0977,0.201,0.021,0.2265,0.1237,0.0927,0.033,1.4,28865.83962,7706.228462,21282.21923,2260.807692,28436.66808,1444.130385,2005.0,243,5,,34.75,26.36,0.18,1.68,0.03,8.73,28.28,3242.58,26.68,0.4090909090909091,0.1284727272727273,0.27228536587131735,0.06827130748608097,0.17027833667869915,0.21803127874885003,0.16129032258064516,0.16377256842929078,0.23932576372481573,0.1896608006647476,0.20154916607705325,0.027432773985936555,0.28955595951073404,0.1584943667483353,0.3686106595970562,0.3497489378138277,0.26076894518297083,0.6991150442477878,46.71000000000001,47.5875,11.223333333333333,0.5,14.287142857142857,0.22920920599731637,0.13175460299865818,19.998,0.11085,0.29435,16.546,Medium,2,Low,1,Nearby,1,Low,1,Educated,2,Nearby,1,Fair,2,Fair,2,Mostly single,1,Older,2,Medium,2,Medium,2
33139,MiamiBeach,1.71,9.29,20701,44.5,63421,-1.83,28,0.0303,0.0963,0.0686,0.1453,0.49252685,17564,463174,0.5974,30347,0.50747315,18097,35100,0.0088,3024,7.3,89.79,86.02,18.71,10.21,15.84,7.58,33.63,38.78,27,4.17,44.5,35661,1.73,31.48,12.99,1.38,52.42,0.0829,0.2775,0.0203,0.1713,0.1315,0.0539,0.0638,0.9,11027.3125,2857.6875,10774.3,6009.075,8839.425,396.575,21369.0,1093,19,2.0,50.68,3.33,0.43,2.15,0.06,11.81,31.54,10737.96,9.29,0.13636363636363635,0.1116409090909091,0.0657909306757807,0.2217201880459782,0.14375555936087947,1.0,0.6129032258064516,0.04548778526452974,0.046072888266269374,0.8064516129032258,0.045780336765399554,0.0036021339719126758,0.13790438830431492,0.0707532611381138,0.1329915488564865,0.3161452298184627,0.15684018848813344,0.756637168141593,49.846000000000004,51.182500000000005,11.222222222222221,0.5,14.285714285714286,0.24684236625634443,0.1385711831281722,20.0,0.12805,0.23195,17.644000000000002,Medium,2,Low,1,Nearby,1,High,2,Highly Educated,1,Nearby,1,Fair,2,Fair,2,Mostly single,1,Older,2,High,3,Low,1
33140,MiamiBeach,2.11,19.75,8991,47.1,100376,-1.32,30,0.0269,0.0356,0.0303,0.0603,0.465401199,8851,698327,0.538,16290,0.534598801,10167,19785,0.008,3779,6.78,82.46,76.68,23.7,17.54,16.38,4.3,46.44,27.86,74,5.01,47.1,19018,1.32,32.33,10.22,4.73,51.39,0.0824,0.3012,0.028,0.1201,0.1523,0.0636,0.1039,1.4,26412.4359,4953.823077,3071.788462,18837.12564,11361.19744,546.9961538,12465.0,129,3,,57.16,1.72,0.18,1.59,0.03,6.29,33.03,5398.12,19.75,0.22727272727272727,0.08836818181818182,0.15506321597938694,0.7468828428738162,0.45097302942660156,0.11315547378104876,0.0967741935483871,0.1475043908446933,0.07094066039588438,0.10496483366471793,0.10922252562028884,0.00702403644888951,0.026740802878347403,0.016882419663618455,0.30929670771279305,0.4619544225569718,0.2703050098522088,0.8716814159292036,49.49600000000001,50.09499999999999,11.222222222222221,0.5,14.285714285714285,0.5163351029694884,0.2716175514847442,19.998,0.14097500000000002,0.1882916666666667,29.226,Low,1,High,3,Nearby,1,Low,1,Highly Educated,1,Nearby,1,Fair,2,Wealthy,3,Mostly married,2,Older,2,High,3,Low,1
33141,MiamiBeach,2.04,22.0,17048,44.9,59617,-0.98,36,0.0389,0.0129,0.1118,0.03,0.690856148,24200,427323,0.534,21704,0.309143852,10829,35967,0.0072,2563,6.71,84.21,78.67,18.8,15.79,16.12,7.62,38.41,33.95,46,3.89,44.9,35029,1.36,19.16,8.2,2.0,69.29,0.1149,0.2194,0.0204,0.2558,0.1122,0.047,0.0299,1.2,34307.88052,16369.06234,6407.631169,14326.14935,24589.53896,238.2311688,3579.0,242,11,,37.49,4.2,0.4,1.6,0.05,13.88,42.38,9341.56,22.0,0.5,0.16367500000000001,0.6412266624077683,0.562209711249678,0.6017181868287231,0.21711131554737811,0.3548387096774194,0.1998579819558679,0.20138834764719127,0.28597501261239877,0.20062316480152959,0.0,0.07488409145347517,0.03744204572673759,0.1061123840142032,0.22711471610660486,0.11777936843766275,0.7743362831858407,48.474,49.3675,11.222222222222223,0.5,14.285714285714285,0.21910186103494544,0.12900093051747272,20.002000000000002,0.116725,0.310375,22.408,Medium,2,High,3,Nearby,1,High,2,Educated,2,Nearby,1,Inexpensive,1,Fair,2,Mostly married,2,Older,2,High,3,Low,1
